time	V(ramp_full)
2.388125886446931e-03	-1.025504e+01
2.388628606597748e-03	-1.025511e+01
2.389298900132172e-03	-1.025520e+01
2.390000000000000e-03	-1.025530e+01
2.390210329960348e-03	-1.025532e+01
2.390490769907480e-03	-1.025536e+01
2.390800000000000e-03	-1.025540e+01
2.391926481051325e-03	-1.025555e+01
2.393052962102650e-03	-1.025569e+01
2.394179443153975e-03	-1.025584e+01
2.395305924205300e-03	-1.025598e+01
2.396432405256625e-03	-1.025611e+01
2.397558886307949e-03	-1.025625e+01
2.398685367359274e-03	-1.025638e+01
2.406601657727800e-03	-1.025726e+01
2.421250095227800e-03	-1.025873e+01
2.426171133424465e-03	-1.025917e+01
2.427004376679967e-03	-1.025924e+01
2.428670863190972e-03	-1.025938e+01
2.431614684965582e-03	-1.025962e+01
2.434597774632838e-03	-1.025985e+01
2.436818916239048e-03	-1.026002e+01
2.438697681123043e-03	-1.026016e+01
2.441066542106400e-03	-1.026033e+01
2.443339450127045e-03	-1.026049e+01
2.445953472829525e-03	-1.026067e+01
2.451181518234484e-03	-1.026101e+01
2.461637609044404e-03	-1.026163e+01
2.467432098704238e-03	-1.026196e+01
2.471509936408371e-03	-1.026217e+01
2.471971855447518e-03	-1.026219e+01
2.472895693525812e-03	-1.026224e+01
2.474743369682400e-03	-1.026233e+01
2.477797245992637e-03	-1.026248e+01
2.481182786432221e-03	-1.026264e+01
2.483946224698697e-03	-1.026276e+01
2.486016026279320e-03	-1.026285e+01
2.488021072249820e-03	-1.026294e+01
2.490088152128061e-03	-1.026302e+01
2.492060456042992e-03	-1.026310e+01
2.496005063872854e-03	-1.026326e+01
2.501910784340277e-03	-1.026348e+01
2.502710784340277e-03	-1.026351e+01
2.504310784340277e-03	-1.026357e+01
2.506600000000000e-03	-1.026365e+01
2.507400000000000e-03	-1.026368e+01
2.508200000000000e-03	-1.026370e+01
2.509000000000000e-03	-1.026373e+01
2.509800000000000e-03	-1.026376e+01
2.510040000000000e-03	-1.026377e+01
2.510280000000001e-03	-1.026377e+01
2.510600000000000e-03	-1.026379e+01
2.510696000000001e-03	-1.026379e+01
2.510824000000000e-03	-1.026379e+01
2.511080000000000e-03	-1.026380e+01
2.511592000000000e-03	-1.026382e+01
2.512616000000000e-03	-1.026385e+01
2.514663999999998e-03	-1.026392e+01
2.516574154099727e-03	-1.026398e+01
2.518407505399443e-03	-1.026403e+01
2.520477597982682e-03	-1.026410e+01
2.523716981568414e-03	-1.026419e+01
2.527282446023368e-03	-1.026429e+01
2.529717152052133e-03	-1.026436e+01
2.531747025719364e-03	-1.026442e+01
2.534033658539804e-03	-1.026448e+01
2.536422689679878e-03	-1.026454e+01
2.539196441791504e-03	-1.026461e+01
2.544743946014755e-03	-1.026474e+01
2.555838954461258e-03	-1.026498e+01
2.560544043001860e-03	-1.026508e+01
2.560841483203758e-03	-1.026509e+01
2.561436363607554e-03	-1.026510e+01
2.562626124415147e-03	-1.026512e+01
2.565005646030333e-03	-1.026517e+01
2.568030840709330e-03	-1.026522e+01
2.571610968957612e-03	-1.026529e+01
2.574297130935399e-03	-1.026534e+01
2.576394767276717e-03	-1.026537e+01
2.578562159773106e-03	-1.026541e+01
2.580717091487413e-03	-1.026544e+01
2.582971596264735e-03	-1.026548e+01
2.587480605819377e-03	-1.026555e+01
2.596498624928661e-03	-1.026568e+01
2.601250973689177e-03	-1.026574e+01
2.605032324733519e-03	-1.026579e+01
2.605501317824640e-03	-1.026580e+01
2.606439304006882e-03	-1.026581e+01
2.608315276371366e-03	-1.026583e+01
2.611628183402707e-03	-1.026587e+01
2.614952744003976e-03	-1.026591e+01
2.617950213136344e-03	-1.026595e+01
2.620125237472977e-03	-1.026597e+01
2.622306216795907e-03	-1.026599e+01
2.624592835017028e-03	-1.026602e+01
2.626752917067595e-03	-1.026604e+01
2.627552917067595e-03	-1.026605e+01
2.628200000000000e-03	-1.026606e+01
2.629000000000000e-03	-1.026606e+01
2.629480000000000e-03	-1.026607e+01
2.629800000000000e-03	-1.026607e+01
2.630380571428571e-03	-1.026608e+01
2.630961142857143e-03	-1.026608e+01
2.631541714285714e-03	-1.026609e+01
2.632122285714285e-03	-1.026610e+01
2.632702857142856e-03	-1.026610e+01
2.633283428571427e-03	-1.026611e+01
2.633863999999998e-03	-1.026611e+01
2.637959999999996e-03	-1.026615e+01
2.646151999999992e-03	-1.026622e+01
2.646660904430754e-03	-1.026623e+01
2.647678713292277e-03	-1.026624e+01
2.649714331015324e-03	-1.026625e+01
2.652840328627995e-03	-1.026628e+01
2.656105452010072e-03	-1.026630e+01
2.660740518502592e-03	-1.026634e+01
2.663322380236823e-03	-1.026636e+01
2.665494609428437e-03	-1.026637e+01
2.668130976201307e-03	-1.026639e+01
2.670963665979678e-03	-1.026641e+01
2.676629045536420e-03	-1.026645e+01
2.686579858891965e-03	-1.026651e+01
2.690450108419369e-03	-1.026653e+01
2.693765917263760e-03	-1.026655e+01
2.697359868848585e-03	-1.026657e+01
2.701058027805092e-03	-1.026658e+01
2.703375965144985e-03	-1.026660e+01
2.705542719903818e-03	-1.026661e+01
2.707948311237582e-03	-1.026662e+01
2.710174050021354e-03	-1.026663e+01
2.714625527588900e-03	-1.026665e+01
2.723528482723990e-03	-1.026669e+01
2.727517595688269e-03	-1.026670e+01
2.727874290717655e-03	-1.026670e+01
2.728587680776426e-03	-1.026671e+01
2.730014460893969e-03	-1.026671e+01
2.732868021129056e-03	-1.026672e+01
2.735962577935515e-03	-1.026673e+01
2.740021544425906e-03	-1.026675e+01
2.740682067019219e-03	-1.026675e+01
2.742003112205844e-03	-1.026675e+01
2.744163895933180e-03	-1.026676e+01
2.746349275095220e-03	-1.026677e+01
2.747149275095220e-03	-1.026677e+01
2.747504349428683e-03	-1.026677e+01
2.747988401523513e-03	-1.026677e+01
2.748457918663035e-03	-1.026678e+01
2.748800000000000e-03	-1.026678e+01
2.748914285714286e-03	-1.026678e+01
2.749028571428572e-03	-1.026678e+01
2.749142857142858e-03	-1.026678e+01
2.749257142857143e-03	-1.026678e+01
2.749371428571429e-03	-1.026678e+01
2.749485714285715e-03	-1.026678e+01
2.749600000000000e-03	-1.026678e+01
2.749800814596187e-03	-1.026678e+01
2.750030316991829e-03	-1.026678e+01
2.750489321783112e-03	-1.026678e+01
2.751407331365678e-03	-1.026678e+01
2.753243350530811e-03	-1.026679e+01
2.756915388861077e-03	-1.026680e+01
2.764259465521608e-03	-1.026682e+01
2.767867027186891e-03	-1.026683e+01
2.768433576532772e-03	-1.026683e+01
2.769566675224533e-03	-1.026684e+01
2.771832872608056e-03	-1.026684e+01
2.775235210233278e-03	-1.026685e+01
2.779032773106995e-03	-1.026686e+01
2.781701489735839e-03	-1.026687e+01
2.783978693310737e-03	-1.026687e+01
2.786618067932087e-03	-1.026688e+01
2.789459194436831e-03	-1.026688e+01
2.792339528546789e-03	-1.026689e+01
2.798100196766703e-03	-1.026690e+01
2.802661087257208e-03	-1.026691e+01
2.806162538846455e-03	-1.026692e+01
2.806829242053895e-03	-1.026692e+01
2.808162648468777e-03	-1.026692e+01
2.810829461298541e-03	-1.026692e+01
2.814178941369356e-03	-1.026693e+01
2.818524161546747e-03	-1.026694e+01
2.821015450819630e-03	-1.026694e+01
2.823318389868639e-03	-1.026695e+01
2.826190521259145e-03	-1.026695e+01
2.829433073854414e-03	-1.026696e+01
2.834233598404292e-03	-1.026696e+01
2.840350089093537e-03	-1.026697e+01
2.843663569405014e-03	-1.026697e+01
2.844284686530754e-03	-1.026698e+01
2.845526920782234e-03	-1.026698e+01
2.848011389285193e-03	-1.026698e+01
2.851434660385110e-03	-1.026698e+01
2.856225808497645e-03	-1.026699e+01
2.859004296050118e-03	-1.026699e+01
2.861433104828714e-03	-1.026700e+01
2.864442569895764e-03	-1.026700e+01
2.865274901683307e-03	-1.026700e+01
2.866335336424915e-03	-1.026700e+01
2.867135336424914e-03	-1.026700e+01
2.868000000000000e-03	-1.026700e+01
2.868480000000000e-03	-1.026700e+01
2.868800000000000e-03	-1.026700e+01
2.869088000000000e-03	-1.026700e+01
2.869376000000000e-03	-1.026700e+01
2.869664000000000e-03	-1.026700e+01
2.869951999999999e-03	-1.026700e+01
2.870239999999999e-03	-1.026700e+01
2.870527999999999e-03	-1.026701e+01
2.870815999999999e-03	-1.026701e+01
2.872863999999998e-03	-1.026701e+01
2.876959999999996e-03	-1.026701e+01
2.880045492974978e-03	-1.026701e+01
2.883287039572261e-03	-1.026702e+01
2.886391044612232e-03	-1.026702e+01
2.890287311971847e-03	-1.026702e+01
2.892981461114867e-03	-1.026702e+01
2.895392700852148e-03	-1.026703e+01
2.898325882926143e-03	-1.026703e+01
2.901389919061050e-03	-1.026703e+01
2.904726307319740e-03	-1.026703e+01
2.911399083837120e-03	-1.026704e+01
2.914721576564980e-03	-1.026704e+01
2.915492172155522e-03	-1.026704e+01
2.917033363336608e-03	-1.026704e+01
2.920115745698779e-03	-1.026705e+01
2.923585678649134e-03	-1.026705e+01
2.928413303750279e-03	-1.026705e+01
2.931151460032879e-03	-1.026705e+01
2.933669618095860e-03	-1.026705e+01
2.936764307205684e-03	-1.026705e+01
2.939611611594555e-03	-1.026706e+01
2.945306220372298e-03	-1.026706e+01
2.948714156590864e-03	-1.026706e+01
2.949233706589411e-03	-1.026706e+01
2.950272806586507e-03	-1.026706e+01
2.952351006580697e-03	-1.026706e+01
2.955660276020175e-03	-1.026706e+01
2.959270373325776e-03	-1.026707e+01
2.964418151932143e-03	-1.026707e+01
2.967438522854933e-03	-1.026707e+01
2.970209985528326e-03	-1.026707e+01
2.973360200883616e-03	-1.026707e+01
2.977506813995145e-03	-1.026707e+01
2.979506773776942e-03	-1.026707e+01
2.983506693340536e-03	-1.026707e+01
2.984306693340536e-03	-1.026707e+01
2.985906693340536e-03	-1.026708e+01
2.986706693340536e-03	-1.026708e+01
2.987000000000000e-03	-1.026708e+01
2.987213386681072e-03	-1.026708e+01
2.987480320086432e-03	-1.026708e+01
2.987525988645513e-03	-1.026708e+01
2.987571657204594e-03	-1.026708e+01
2.987617325763675e-03	-1.026708e+01
2.987662994322756e-03	-1.026708e+01
2.987708662881837e-03	-1.026708e+01
2.987754331440919e-03	-1.026708e+01
2.987800000000000e-03	-1.026708e+01
2.987914285714286e-03	-1.026708e+01
2.988028571428571e-03	-1.026708e+01
2.988142857142857e-03	-1.026708e+01
2.988257142857143e-03	-1.026708e+01
2.988371428571429e-03	-1.026708e+01
2.988485714285714e-03	-1.026708e+01
2.988600000000000e-03	-1.026708e+01
2.988824581419967e-03	-1.026708e+01
2.989081245899930e-03	-1.026708e+01
2.989594574859856e-03	-1.026708e+01
2.990621232779708e-03	-1.026708e+01
2.992674548619411e-03	-1.026708e+01
2.996781180298818e-03	-1.026708e+01
2.999963081987406e-03	-1.026708e+01
3.002691204732103e-03	-1.026708e+01
3.005870389890396e-03	-1.026708e+01
3.009498148092219e-03	-1.026708e+01
3.016233205307932e-03	-1.026708e+01
3.019490742264858e-03	-1.026709e+01
3.023049967767955e-03	-1.026709e+01
3.026663900509667e-03	-1.026709e+01
3.030541769458601e-03	-1.026709e+01
3.033403565127682e-03	-1.026709e+01
3.035964629638599e-03	-1.026709e+01
3.039401404558602e-03	-1.026709e+01
3.042637340767236e-03	-1.026709e+01
3.046691357007292e-03	-1.026709e+01
3.051333156847497e-03	-1.026709e+01
3.054617562839775e-03	-1.026709e+01
3.057724293926382e-03	-1.026709e+01
3.061273916030558e-03	-1.026709e+01
3.065204208248412e-03	-1.026709e+01
3.067952448486776e-03	-1.026709e+01
3.070537822650801e-03	-1.026710e+01
3.073845025100514e-03	-1.026710e+01
3.077404692115222e-03	-1.026710e+01
3.081976927710398e-03	-1.026710e+01
3.085914356762694e-03	-1.026710e+01
3.086468175144721e-03	-1.026710e+01
3.087575811908775e-03	-1.026710e+01
3.089791085436883e-03	-1.026710e+01
3.093291362625460e-03	-1.026710e+01
3.097033479566353e-03	-1.026710e+01
3.101193112072254e-03	-1.026710e+01
3.101352641073164e-03	-1.026710e+01
3.101671699074983e-03	-1.026710e+01
3.102309815078621e-03	-1.026710e+01
3.103586047085897e-03	-1.026710e+01
3.104550398511164e-03	-1.026710e+01
3.105071297149464e-03	-1.026710e+01
3.105958202723400e-03	-1.026710e+01
3.107000000000000e-03	-1.026710e+01
3.107800000000000e-03	-1.026710e+01
3.108231181876776e-03	-1.026710e+01
3.108662363753551e-03	-1.026710e+01
3.109093545630327e-03	-1.026710e+01
3.109524727507103e-03	-1.026710e+01
3.109955909383879e-03	-1.026710e+01
3.110387091260655e-03	-1.026710e+01
3.110818273137431e-03	-1.026710e+01
3.113860312205077e-03	-1.026710e+01
3.119944390340371e-03	-1.026710e+01
3.120637997661389e-03	-1.026710e+01
3.122025212303426e-03	-1.026710e+01
3.124799641587500e-03	-1.026710e+01
3.128811103497123e-03	-1.026710e+01
3.133220691660791e-03	-1.026710e+01
3.136066629978761e-03	-1.026710e+01
3.138800168559496e-03	-1.026710e+01
3.142357484666935e-03	-1.026710e+01
3.146306080097428e-03	-1.026710e+01
3.151757261553808e-03	-1.026710e+01
3.155669119966538e-03	-1.026710e+01
3.159173144505401e-03	-1.026710e+01
3.163443892354317e-03	-1.026710e+01
3.168531210739795e-03	-1.026711e+01
3.171849390756635e-03	-1.026711e+01
3.175331855489471e-03	-1.026711e+01
3.178999605679284e-03	-1.026711e+01
3.184942573084395e-03	-1.026711e+01
3.189331457781679e-03	-1.026711e+01
3.193365545069220e-03	-1.026711e+01
3.197805140899507e-03	-1.026711e+01
3.200825513127778e-03	-1.026711e+01
3.203754854009504e-03	-1.026711e+01
3.207542164888543e-03	-1.026711e+01
3.211640747991313e-03	-1.026711e+01
3.216249260586111e-03	-1.026711e+01
3.220857697533685e-03	-1.026711e+01
3.222571389500290e-03	-1.026711e+01
3.223372616066790e-03	-1.026711e+01
3.224975069199791e-03	-1.026711e+01
3.225775069199791e-03	-1.026711e+01
3.226000000000000e-03	-1.026711e+01
3.226350138399581e-03	-1.026711e+01
3.226800000000000e-03	-1.026711e+01
3.226914285714286e-03	-1.026711e+01
3.227028571428571e-03	-1.026711e+01
3.227142857142857e-03	-1.026711e+01
3.227257142857143e-03	-1.026711e+01
3.227371428571429e-03	-1.026711e+01
3.227485714285714e-03	-1.026711e+01
3.227600000000000e-03	-1.026711e+01
3.227838884883603e-03	-1.026711e+01
3.228077769767206e-03	-1.026711e+01
3.228316654650809e-03	-1.026711e+01
3.228555539534411e-03	-1.026711e+01
3.228794424418014e-03	-1.026711e+01
3.229033309301617e-03	-1.026711e+01
3.229272194185220e-03	-1.026711e+01
3.230950945994695e-03	-1.026711e+01
3.234308449613645e-03	-1.026711e+01
3.237799978955855e-03	-1.026711e+01
3.242252404737443e-03	-1.026711e+01
3.246336906406922e-03	-1.026711e+01
3.250260658140177e-03	-1.026711e+01
3.254642536955678e-03	-1.026711e+01
3.259047874144608e-03	-1.026711e+01
3.261932027163890e-03	-1.026711e+01
3.265005029287772e-03	-1.026711e+01
3.268716783389149e-03	-1.026711e+01
3.272913008969963e-03	-1.026711e+01
3.276535975942540e-03	-1.026711e+01
3.280078964094458e-03	-1.026711e+01
3.284462913570560e-03	-1.026711e+01
3.288860634944838e-03	-1.026711e+01
3.291827074476924e-03	-1.026711e+01
3.294924391678872e-03	-1.026711e+01
3.298703555319900e-03	-1.026711e+01
3.303391913151666e-03	-1.026711e+01
3.306889237008033e-03	-1.026711e+01
3.310382801990083e-03	-1.026711e+01
3.314948143851045e-03	-1.026711e+01
3.319615208092946e-03	-1.026711e+01
3.322625235668823e-03	-1.026711e+01
3.325866483764849e-03	-1.026711e+01
3.329692366483310e-03	-1.026711e+01
3.333961878397285e-03	-1.026711e+01
3.337951083113521e-03	-1.026711e+01
3.340950776229954e-03	-1.026711e+01
3.341750776229954e-03	-1.026711e+01
3.343350776229954e-03	-1.026711e+01
3.344150776229954e-03	-1.026711e+01
3.344400000000000e-03	-1.026711e+01
3.345003104919817e-03	-1.026711e+01
3.345212419679267e-03	-1.026711e+01
3.345581370481099e-03	-1.026711e+01
3.346000000000000e-03	-1.026711e+01
3.346114285714286e-03	-1.026711e+01
3.346228571428571e-03	-1.026711e+01
3.346342857142857e-03	-1.026711e+01
3.346457142857143e-03	-1.026711e+01
3.346571428571429e-03	-1.026711e+01
3.346685714285714e-03	-1.026711e+01
3.346800000000000e-03	-1.026711e+01
3.347101413253608e-03	-1.026711e+01
3.347402826507217e-03	-1.026711e+01
3.347704239760825e-03	-1.026711e+01
3.348005653014434e-03	-1.026711e+01
3.348307066268042e-03	-1.026711e+01
3.348608479521651e-03	-1.026711e+01
3.348909892775259e-03	-1.026711e+01
3.351053275912030e-03	-1.026711e+01
3.355340042185573e-03	-1.026711e+01
3.359408865588333e-03	-1.026711e+01
3.364164454380705e-03	-1.026711e+01
3.368150942206145e-03	-1.026711e+01
3.372489723751596e-03	-1.026711e+01
3.376993663177810e-03	-1.026711e+01
3.380104565499117e-03	-1.026711e+01
3.383329608932872e-03	-1.026711e+01
3.387288818470389e-03	-1.026711e+01
3.392392339147561e-03	-1.026711e+01
3.393040927146340e-03	-1.026711e+01
3.394338103143899e-03	-1.026711e+01
3.396932455139016e-03	-1.026711e+01
3.397732455139016e-03	-1.026711e+01
3.399332455139016e-03	-1.026711e+01
3.400000000000000e-03	-1.026711e+01
3.400800000000000e-03	-1.026711e+01
3.400880000000000e-03	-1.026711e+01
3.401040000000000e-03	-1.026711e+01
3.401200657763877e-03	-1.026711e+01
3.401202967294250e-03	-1.026711e+01
3.401207586354995e-03	-1.026711e+01
3.401216824476484e-03	-1.026711e+01
3.401235300719464e-03	-1.026711e+01
3.401272253205423e-03	-1.026711e+01
3.401346158177340e-03	-1.026711e+01
3.401421130149694e-03	-1.026711e+01
3.401454598174058e-03	-1.026711e+01
3.401521534222786e-03	-1.026711e+01
3.401600000000000e-03	-1.026711e+01
3.401607846577721e-03	-1.026711e+01
3.401623539733164e-03	-1.026711e+01
3.401654926044049e-03	-1.026711e+01
3.401717698665820e-03	-1.026711e+01
3.401843243909361e-03	-1.026711e+01
3.401988566369060e-03	-1.026711e+01
3.401989972014719e-03	-1.026711e+01
3.401991846208932e-03	-1.026711e+01
3.402003091374204e-03	-1.026711e+01
3.402018084927900e-03	-1.026711e+01
3.402048072035293e-03	-1.026711e+01
3.402079656628243e-03	-1.026711e+01
3.402118216470918e-03	-1.026711e+01
3.402152935410997e-03	-1.026711e+01
3.402189939366574e-03	-1.026711e+01
3.402263947277727e-03	-1.026711e+01
3.402411963100033e-03	-1.026711e+01
3.402657579108374e-03	-1.026711e+01
3.402869897965212e-03	-1.026711e+01
3.403043791122355e-03	-1.026711e+01
3.403210966783427e-03	-1.026711e+01
3.403378311710304e-03	-1.026711e+01
3.403565932274426e-03	-1.026711e+01
3.403808848469687e-03	-1.026711e+01
3.404081882339141e-03	-1.026711e+01
3.404404046977599e-03	-1.026711e+01
3.404768671215867e-03	-1.026711e+01
3.405215120276463e-03	-1.026711e+01
3.405758792271936e-03	-1.026711e+01
3.406525869089066e-03	-1.026711e+01
3.407404822768642e-03	-1.026711e+01
3.408277267953815e-03	-1.026711e+01
3.409304055003068e-03	-1.026711e+01
3.410343922769502e-03	-1.026711e+01
3.411659885466948e-03	-1.026711e+01
3.413128477703416e-03	-1.026711e+01
3.414937774391948e-03	-1.026711e+01
3.417243474596088e-03	-1.026711e+01
3.421854875004369e-03	-1.026711e+01
3.431077675820931e-03	-1.026711e+01
3.445726113320931e-03	-1.026711e+01
3.451151562500000e-03	-1.026711e+01
3.454949101641862e-03	-1.026711e+01
3.459288359851170e-03	-1.026711e+01
3.461466247460429e-03	-1.026711e+01
3.461488270139377e-03	-1.026711e+01
3.461532315497273e-03	-1.026711e+01
3.461620406213064e-03	-1.026711e+01
3.461796587644647e-03	-1.026711e+01
3.462148950507812e-03	-1.026711e+01
3.465063127686803e-03	-1.026711e+01
3.465800000000000e-03	-1.026711e+01
3.465873687231320e-03	-1.026711e+01
3.466315810619239e-03	-1.026711e+01
3.466600000000000e-03	-1.026711e+01
3.467635261315632e-03	-1.026711e+01
3.468670522631263e-03	-1.026711e+01
3.469705783946895e-03	-1.026711e+01
3.470741045262527e-03	-1.026711e+01
3.471776306578159e-03	-1.026711e+01
3.472811567893790e-03	-1.026711e+01
3.473846829209422e-03	-1.026711e+01
3.481122077356920e-03	-1.026711e+01
3.495672573651916e-03	-1.026711e+01
3.510321011151916e-03	-1.026711e+01
3.524969448651916e-03	-1.026711e+01
3.539617886151916e-03	-1.026711e+01
3.554266323651916e-03	-1.026711e+01
3.568914761151917e-03	-1.026711e+01
3.570351562500000e-03	-1.026711e+01
3.578972370588501e-03	-1.026711e+01
3.585000000000000e-03	-1.026711e+01
3.585800000000000e-03	-1.026711e+01
3.588584796807545e-03	-1.026711e+01
3.591369593615090e-03	-1.026711e+01
3.594154390422636e-03	-1.026711e+01
3.596939187230181e-03	-1.026711e+01
3.599723984037726e-03	-1.026711e+01
3.602508780845271e-03	-1.026711e+01
3.605293577652816e-03	-1.026711e+01
3.619942015152816e-03	-1.026711e+01
3.634590452652816e-03	-1.026711e+01
3.649238890152816e-03	-1.026711e+01
3.663887327652817e-03	-1.026711e+01
3.678535765152817e-03	-1.026711e+01
3.690951562500000e-03	-1.026711e+01
3.692929910714286e-03	-1.026711e+01
3.694908258928572e-03	-1.026711e+01
3.696886607142857e-03	-1.026711e+01
3.698864955357143e-03	-1.026711e+01
3.700843303571429e-03	-1.026711e+01
3.702821651785715e-03	-1.026711e+01
3.704800000000000e-03	-1.026711e+01
3.705600000000000e-03	-1.026711e+01
3.708705535708608e-03	-1.026711e+01
3.711811071417215e-03	-1.026711e+01
3.714916607125823e-03	-1.026711e+01
3.718022142834430e-03	-1.026711e+01
3.721127678543038e-03	-1.026711e+01
3.724233214251645e-03	-1.026711e+01
3.727338749960252e-03	-1.026711e+01
3.741987187460253e-03	-1.026711e+01
3.756635624960253e-03	-1.026711e+01
3.771284062460253e-03	-1.026711e+01
3.785932499960253e-03	-1.026711e+01
3.800580937460253e-03	-1.026711e+01
3.803926517823074e-03	-1.026711e+01
3.807272098185895e-03	-1.026711e+01
3.810617678548716e-03	-1.026711e+01
3.813963258911537e-03	-1.026711e+01
3.817308839274358e-03	-1.026711e+01
3.820654419637179e-03	-1.026711e+01
3.824000000000000e-03	-1.026711e+01
3.824800000000000e-03	-1.026711e+01
3.838368705351465e-03	-1.026711e+01
3.851937410702930e-03	-1.026711e+01
3.865506116054394e-03	-1.026711e+01
3.879074821405859e-03	-1.026711e+01
3.892643526757324e-03	-1.026711e+01
3.906212232108788e-03	-1.026711e+01
3.919780937460253e-03	-1.026711e+01
3.943800000000000e-03	-1.026711e+01
3.944599999999999e-03	-1.026711e+01
4.063000000000000e-03	-1.026711e+01
4.063799999999999e-03	-1.026711e+01
4.182800000000000e-03	-1.026711e+01
4.183599999999999e-03	-1.026711e+01
4.301999999999999e-03	-1.026711e+01
4.302799999999999e-03	-1.026711e+01
4.421800000000000e-03	-1.026711e+01
4.422600000000000e-03	-1.026711e+01
4.540000000000000e-03	-1.026711e+01
4.540114285714285e-03	-1.026711e+01
4.540228571428571e-03	-1.026711e+01
4.540342857142857e-03	-1.026711e+01
4.540457142857142e-03	-1.026711e+01
4.540571428571428e-03	-1.026711e+01
4.540685714285714e-03	-1.026711e+01
4.540799999999999e-03	-1.026711e+01
4.541000000000000e-03	-1.026711e+01
4.541799999999999e-03	-1.026711e+01
4.543996348379045e-03	-1.026711e+01
4.546192696758090e-03	-1.026711e+01
4.548389045137135e-03	-1.026711e+01
4.550585393516180e-03	-1.026711e+01
4.552781741895225e-03	-1.026711e+01
4.554978090274270e-03	-1.026711e+01
4.557174438653316e-03	-1.026711e+01
4.571822876153315e-03	-1.026711e+01
4.586471313653315e-03	-1.026711e+01
4.601119751153315e-03	-1.026711e+01
4.615768188653314e-03	-1.026711e+01
4.630416626153314e-03	-1.026711e+01
4.645065063653314e-03	-1.026711e+01
4.648324560193372e-03	-1.026711e+01
4.653470555580116e-03	-1.026711e+01
4.654517619068671e-03	-1.026711e+01
4.655564682557226e-03	-1.026711e+01
4.656611746045780e-03	-1.026711e+01
4.657658809534336e-03	-1.026711e+01
4.658705873022890e-03	-1.026711e+01
4.659752936511445e-03	-1.026711e+01
4.660800000000000e-03	-1.026711e+01
4.661599999999999e-03	-1.026711e+01
4.663935999999998e-03	-1.026711e+01
4.666271999999996e-03	-1.026711e+01
4.668607999999995e-03	-1.026711e+01
4.670943999999995e-03	-1.026711e+01
4.673279999999993e-03	-1.026711e+01
4.675615999999992e-03	-1.026711e+01
4.677951999999990e-03	-1.026711e+01
4.692600437499990e-03	-1.026711e+01
4.707248874999990e-03	-1.026711e+01
4.721897312499990e-03	-1.026711e+01
4.736545749999989e-03	-1.026711e+01
4.751194187499989e-03	-1.026711e+01
4.765842624999989e-03	-1.026711e+01
4.771442624999986e-03	-1.026711e+01
4.772665107142845e-03	-1.026711e+01
4.773887589285704e-03	-1.026711e+01
4.775110071428563e-03	-1.026711e+01
4.776332553571423e-03	-1.026711e+01
4.777555035714282e-03	-1.026711e+01
4.778777517857141e-03	-1.026711e+01
4.780000000000000e-03	-1.026711e+01
4.780799999999999e-03	-1.026711e+01
4.783135999999998e-03	-1.026711e+01
4.785471999999996e-03	-1.026711e+01
4.787807999999995e-03	-1.026711e+01
4.790143999999994e-03	-1.026711e+01
4.792479999999993e-03	-1.026711e+01
4.794815999999992e-03	-1.026711e+01
4.797151999999990e-03	-1.026711e+01
4.811800437499990e-03	-1.026711e+01
4.826448874999990e-03	-1.026711e+01
4.841097312499989e-03	-1.026711e+01
4.855745749999989e-03	-1.026711e+01
4.870394187499989e-03	-1.026711e+01
4.874595017857133e-03	-1.026711e+01
4.878795848214277e-03	-1.026711e+01
4.882996678571422e-03	-1.026711e+01
4.887197508928567e-03	-1.026711e+01
4.891398339285711e-03	-1.026711e+01
4.895599169642856e-03	-1.026711e+01
4.899800000000000e-03	-1.026711e+01
4.900600000000000e-03	-1.026711e+01
4.907121267857141e-03	-1.026711e+01
4.913642535714283e-03	-1.026711e+01
4.920163803571425e-03	-1.026711e+01
4.926685071428565e-03	-1.026711e+01
4.933206339285707e-03	-1.026711e+01
4.939727607142849e-03	-1.026711e+01
4.946248874999990e-03	-1.026711e+01
4.960897312499990e-03	-1.026711e+01
4.975545749999990e-03	-1.026711e+01
5.005642624999989e-03	-1.026711e+01
5.019000000000000e-03	-1.026711e+01
5.019800000000000e-03	-1.026711e+01
5.036799999999999e-03	-1.026711e+01
5.053800000000000e-03	-1.026711e+01
5.070799999999999e-03	-1.026711e+01
5.087800000000000e-03	-1.026711e+01
5.104800000000000e-03	-1.026711e+01
5.121800000000000e-03	-1.026711e+01
5.138800000000000e-03	-1.026711e+01
5.139599999999999e-03	-1.026711e+01
5.258000000000000e-03	-1.026711e+01
5.258799999999999e-03	-1.026711e+01
5.363369437500025e-03	-1.026711e+01
5.377800000000000e-03	-1.026711e+01
5.378600000000000e-03	-1.026711e+01
5.497000000000000e-03	-1.026711e+01
5.497800000000000e-03	-1.026711e+01
5.514151999999991e-03	-1.026711e+01
5.528800437499991e-03	-1.026711e+01
5.535269259231898e-03	-1.026711e+01
5.541033108701417e-03	-1.026711e+01
5.546874281907330e-03	-1.026711e+01
5.551819888551215e-03	-1.026711e+01
5.555156901560247e-03	-1.026711e+01
5.555634181208258e-03	-1.026711e+01
5.556588740504279e-03	-1.026711e+01
5.558497859096322e-03	-1.026711e+01
5.560990928763636e-03	-1.026711e+01
5.563672863424648e-03	-1.026711e+01
5.566816688808967e-03	-1.026711e+01
5.568678358779671e-03	-1.026711e+01
5.570264909456110e-03	-1.026711e+01
